iter	RMSE
552	0.08931777642
553	0.08927974556
554	0.08918039467
555	0.08911704752
556	0.08896473125
557	0.08885271274
558	0.08877073604
559	0.08866830631
560	0.08863374281
561	0.08856553617
562	0.08849167532
563	0.08841038867
564	0.08832373821
565	0.08825330068
566	0.08816582909
567	0.08808278498
568	0.08798575901
569	0.08793044035
570	0.08789462756
571	0.08783901259
572	0.08779311337
573	0.08769653905
574	0.08764444382
575	0.08760320156
576	0.08755889428
577	0.08751309623
578	0.08747670466
579	0.0874284788
580	0.08734051018
581	0.08725336555
582	0.08718247268
583	0.08712693801
584	0.0870746247
585	0.08700795653
586	0.08694655319
587	0.08688895523
588	0.08683847278
589	0.08671518296
590	0.08666076341
591	0.08657467442
592	0.08652309864
593	0.08646555054
594	0.08638827551
595	0.08632611798
596	0.08625219827
597	0.08621590078
598	0.08613788255
599	0.08605870874
600	0.08598673663
601	0.08590744005
602	0.08584805582
603	0.08580774332
604	0.08574726782
605	0.08567312643
606	0.08564220912
607	0.08559867135
608	0.08552423397
609	0.0854932536
610	0.08540394387
611	0.08532089743
612	0.0852396555
613	0.08519742184
614	0.08516027358
615	0.0850866521
616	0.08503345372
617	0.0849728889
618	0.08488865997
619	0.08481232162
620	0.08477249994
621	0.08471445983
622	0.08467437675
623	0.0846074266
624	0.08457005875
625	0.08449554977
626	0.08442295807
627	0.08437331147
628	0.084335671
629	0.08429556432
630	0.08424723566
631	0.0841667935
632	0.08413725521
633	0.08404373736
634	0.08399806265
635	0.08391991355
636	0.08385653471
637	0.0837987538
638	0.08372883956
639	0.08369471193
640	0.08364135201
641	0.08361383214
642	0.0835875749
643	0.08354905945
644	0.08347929338
645	0.08340941693
646	0.08336734494
647	0.08329929861
648	0.08324486659
649	0.08320692177
650	0.08316174518
651	0.08311854529
652	0.08307554677
653	0.08300906372
654	0.0829445293
655	0.08289184143
656	0.08285642071
657	0.08282689825
658	0.08277664063
659	0.08270371345
660	0.08260444189
661	0.08253801251
662	0.08246282769
663	0.08239362454
664	0.08232777395
665	0.08226293584
666	0.08222197151
667	0.08215822432
668	0.08212339198
669	0.08209474218
670	0.08205537204
671	0.08199315122
672	0.0819325221
673	0.08185587015
674	0.08182366336
675	0.08175519394
676	0.08172795561
677	0.08167213036
678	0.0816095485
679	0.0815560516
680	0.08153487207
681	0.08150752892
682	0.08144238135
683	0.0813918134
684	0.08135216416
685	0.08129327394
686	0.08123552446
687	0.08118709186
688	0.08113617442
689	0.08110216142
690	0.08105218875
691	0.08100285096
692	0.08091857497
693	0.08084699954
694	0.08078077714
695	0.08070501391
696	0.08064663155
697	0.0805982115
698	0.08053410553
699	0.08046193873
700	0.08038359787
701	0.08031910373
702	0.08026330893
703	0.08022319157
704	0.08015009569
705	0.08012461889
706	0.08006622454
707	0.07999389534
708	0.0799379419
709	0.0798774465
710	0.07983154014
711	0.07980655487
712	0.07974793524
713	0.07970588513
714	0.07966679323
715	0.0796080716
716	0.07958285683
717	0.0795371948
718	0.07948783341
719	0.07944493177
720	0.07941276357
721	0.0793729673
722	0.07933050096
723	0.07928580425
724	0.07924412896
725	0.07919766823
726	0.0791223832
727	0.07900840744
728	0.07897076572
729	0.07893119701
730	0.07887683703
731	0.07883199174
732	0.07876614455
733	0.07874202001
734	0.07869600372
735	0.0786300312
736	0.07856746643
737	0.07851498303
738	0.07845647486
739	0.07842551246
740	0.07837059857
741	0.07829248401
742	0.07826591199
743	0.07822980901
744	0.07819066294
745	0.07814388754
746	0.0780928834
747	0.07803791594
748	0.07799601385
749	0.07789158706
750	0.07780300875
751	0.07774558062
752	0.0777173437
753	0.07765361567
754	0.07763038679
755	0.07759351894
756	0.07755154298
757	0.07749772497
758	0.07742271548
759	0.07737121584
760	0.07731355419
761	0.07727503492
762	0.0772270192
763	0.07719163058
764	0.07714421131
765	0.0770659897
766	0.07697888212
767	0.07693639231
768	0.07689680009
769	0.07684155341
770	0.07677710756
771	0.07675992633
772	0.07669353339
773	0.07666285655
774	0.07663296078
775	0.0765855544
776	0.07654295039
777	0.07650700199
778	0.07648157094
779	0.076415679
780	0.07639619014
781	0.07634342223
782	0.07628529403
783	0.07622537926
784	0.07619135992
785	0.07614408664
786	0.07608503415
787	0.07599776454
788	0.0759307545
789	0.07587953191
790	0.07586988856
791	0.07583964306
792	0.07580825485
793	0.07576260654
794	0.07568304436
795	0.07562148023
796	0.07557362118
797	0.07555507224
798	0.07550707382
799	0.07545040695
800	0.07539118702
801	0.07535248706
802	0.07532891792
803	0.07528588129
804	0.07526096672
805	0.07521524104
806	0.07516848843
807	0.07511734427
808	0.07508991988
809	0.07505637502
810	0.07502986449
811	0.07500649109
812	0.07498602534
813	0.07495276536
814	0.07487600082
815	0.07479485202
816	0.0747176476
817	0.07466187529
818	0.07461525425
819	0.07457404462
820	0.07451945987
821	0.0744580998
822	0.07437161849
823	0.07432843251
824	0.07418571673
825	0.07410080124
826	0.0740546439
827	0.07399757994
828	0.07395997423
829	0.07392665587
830	0.07388486278
831	0.07383368566
832	0.07378446775
833	0.07375783115
834	0.07373213408
835	0.07360161802
836	0.07357497708
837	0.07346126752
838	0.07343324091
839	0.07337268152
840	0.07332685789
841	0.07327433259
842	0.07322829733
843	0.07318264804
844	0.07313549005
845	0.07311000244
846	0.07307892991
847	0.07305466084
848	0.07303211418
849	0.07298842719
850	0.0729529692
851	0.07291723779
852	0.07281850541
853	0.07278651089
854	0.07275933328
855	0.07273238945
856	0.07268904012
857	0.07263540427
858	0.07259393762
859	0.0725631496
860	0.07252893278
861	0.07250525623
862	0.07244343067
863	0.07240409444
864	0.07236790892
865	0.07231807957
866	0.07230145133
867	0.07223860648
868	0.07218446707
869	0.07215654715
870	0.07211671816
871	0.07209163706
872	0.07206027474
873	0.07202913231
874	0.07199482122
875	0.07193583501
876	0.07189325772
877	0.0718544856
878	0.07180987977
879	0.0717562562
880	0.07171845183
881	0.0716932695
882	0.07164262141
883	0.07161419278
884	0.07157963721
885	0.07153697096
886	0.07149957276
887	0.07143248792
888	0.07139776164
889	0.07135805514
890	0.07125507434
891	0.0712169609
892	0.0711479204
893	0.07109928732
894	0.07104837534
895	0.07102446038
896	0.07097748609
897	0.07092746919
898	0.07089696784
899	0.07086259044
900	0.0708186885
901	0.07077715954
902	0.0707555496
903	0.07073474788
904	0.07070548078
905	0.07065782493
906	0.0706147937
907	0.0705957486
908	0.07054613775
909	0.07053123079
910	0.07047580378
911	0.07043658925
912	0.07041425606
913	0.07037705016
914	0.07034578126
915	0.0702833092
916	0.07023751322
917	0.07021304124
918	0.0701814977
919	0.07014542037
920	0.07012796976
921	0.07010528838
922	0.07007253637
923	0.07004974563
924	0.0700176064
925	0.06998239297
926	0.06996500357
927	0.06992800573
928	0.06987053693
929	0.06983124558
930	0.06980226649
931	0.06976619728
932	0.06969599098
933	0.06964891601
934	0.06960358006
935	0.06957152829
936	0.06953374005
937	0.06950710538
938	0.06947536242
939	0.06941992607
940	0.06939822347
941	0.06935305806
942	0.06931478705
943	0.06926437622
944	0.0692391311
945	0.06918807835
946	0.06916726638
947	0.06912253507
948	0.06909181129
949	0.06906806705
950	0.06904751903
951	0.06901836698
952	0.06898203027
953	0.06894975673
954	0.06891500252
955	0.06886001985
956	0.06883967823
957	0.06881862156
958	0.06878579824
959	0.06874187227
960	0.06868592224
961	0.0686622894
962	0.06863818681
963	0.06858822544
964	0.06856014434
965	0.06854682284
966	0.06849163469
967	0.06842144983
968	0.0683706656
969	0.06832178475
970	0.06829554577
971	0.06827584805
972	0.06823047193
973	0.06818572106
974	0.06815938996
975	0.0681226298
976	0.06807952819
977	0.06804546396
978	0.06802046315
979	0.06797182244
980	0.06794528327
981	0.06792447427
982	0.06790383759
983	0.06787819844
984	0.06785639009
985	0.06779263227
986	0.06773736537
987	0.06771306729
988	0.06766219654
989	0.06763376989
990	0.06760869741
991	0.06757161917
992	0.06752266771
993	0.06750397756
994	0.0674577863
995	0.06741735468
996	0.06738238044
997	0.0673116038
998	0.06728763628
999	0.0672649516
1000	0.0672151611
1001	0.06716469244
1002	0.06713225804
1003	0.06711722284
1004	0.06709069541
1005	0.06706682262
1006	0.06703807516
1007	0.06698953713
1008	0.06697579367
1009	0.06694781971
1010	0.0669268573
1011	0.06691196591
1012	0.06687595076
1013	0.06681565278
1014	0.06676298374
1015	0.0667392639
1016	0.06671461195
1017	0.06669281251
1018	0.06664733354
1019	0.06663540923
1020	0.06657111296
1021	0.06655914604
1022	0.06653906536
1023	0.06650475356
1024	0.06646331408
1025	0.06644567715
1026	0.06638909904
1027	0.06633560866
1028	0.06629524379
1029	0.06625477007
1030	0.06621439686
1031	0.06621123282
1032	0.06617287606
1033	0.06614118255
1034	0.06611102652
1035	0.06608759126
1036	0.06604453958
1037	0.06602969713
1038	0.06601030457
1039	0.06597325769
1040	0.06593701888
1041	0.06590844379
1042	0.06587635686
1043	0.06579591443
1044	0.06576055265
1045	0.06573491438
1046	0.06571631075
1047	0.0656851529
1048	0.06566291097
1049	0.06564081735
1050	0.06560332977
1051	0.065565156
1052	0.06552358244
1053	0.06548599395
1054	0.06544304332
1055	0.0654247049
1056	0.06539400619
1057	0.06536364044
1058	0.06532479114
1059	0.06530733088
1060	0.06529310551
1061	0.06524017104
1062	0.06519198364
1063	0.06517158447
1064	0.06512000114
1065	0.06507054957
1066	0.06503373162
1067	0.06499510406
1068	0.06496178475
1069	0.06493397979
1070	0.06491500679
1071	0.06489442617
1072	0.06485383671
1073	0.06483419811
1074	0.0648008357
1075	0.06473704307
1076	0.06471569007
1077	0.06465840041
1078	0.06463810375
1079	0.06463167254
1080	0.06461100744
1081	0.064582346
1082	0.06456976816
1083	0.06453771075
1084	0.06451494178
1085	0.06447282727
1086	0.06445526774
1087	0.06442943385
1088	0.06435050923
1089	0.06432532654
1090	0.06432250605
1091	0.06430278683
1092	0.06424483925
1093	0.06420644475
1094	0.06416192249
1095	0.06413367417
1096	0.06411727589
1097	0.06410064929
1098	0.06408411986
1099	0.0640493928
1100	0.06401848957
1101	0.06397441578
1102	0.06391465696
1103	0.06389089839
1104	0.06383691435
1105	0.0637688307
1106	0.06373949453
1107	0.06368775506
1108	0.06365986688
1109	0.06363280166
1110	0.06359512004
1111	0.06357198091
1112	0.06354715331
1113	0.06350375613
1114	0.06348373617
1115	0.06344783539
1116	0.06342257273
1117	0.06340470257
1118	0.06340204144
1119	0.0633786012
1120	0.06335934663
1121	0.06331710334
1122	0.06329618404
1123	0.06326596751
1124	0.0632488224
1125	0.06321461917
1126	0.06317736939
1127	0.06315535546
1128	0.0631461006
1129	0.06308553105
1130	0.06306639848
1131	0.0630303797
1132	0.06301794058
1133	0.06300463443
1134	0.06294813753
1135	0.06292545061
1136	0.06290487856
1137	0.06288935995
1138	0.06286503287
1139	0.06285658008
1140	0.06283907639
1141	0.06282084718
1142	0.06278503657
1143	0.0627678009
1144	0.0627285911
1145	0.06270063406
1146	0.06265320584
1147	0.06261911041
1148	0.06258702617
1149	0.06256912542
1150	0.06253658846
1151	0.06250873008
1152	0.06246820628
1153	0.06245123323
1154	0.06243870189
1155	0.06241157719
1156	0.06238790562
1157	0.06237303262
1158	0.06235846691
1159	0.06234082112
1160	0.06231403398
1161	0.06228682303
1162	0.0622682355
1163	0.06225526528
1164	0.06222830346
1165	0.06218870857
1166	0.06214363938
1167	0.06212776085
1168	0.06209441857
1169	0.06206517221
1170	0.06202729813
1171	0.06198782397
1172	0.06196012087
1173	0.06194240278
1174	0.06191575184
1175	0.06186875002
1176	0.06183069341
1177	0.06181276224
1178	0.0617807846
1179	0.06176000269
1180	0.06174183194
1181	0.06172702588
1182	0.06171117681
1183	0.06169386585
1184	0.06167395509
1185	0.06164782543
1186	0.06161057879
1187	0.06158525282
1188	0.06156678696
1189	0.06154827545
1190	0.06152739774
1191	0.06149492124
1192	0.06145175668
1193	0.06142124729
1194	0.06138287054
1195	0.06133465954
1196	0.06129548326
1197	0.06128015537
1198	0.06122706018
1199	0.0612087856
1200	0.06115509317
1201	0.06113396842
1202	0.06108401882
1203	0.06106927586
1204	0.06102981945
1205	0.06100581207
1206	0.06100189585
1207	0.06096522845
1208	0.06094078027
1209	0.06092469587
1210	0.06088130414
1211	0.06083444424
1212	0.0608156467
1213	0.06078886903
1214	0.06077971026
1215	0.06074792482
1216	0.06072124729
1217	0.06070071783
1218	0.06067304072
1219	0.06064400089
1220	0.06062744516
1221	0.06061239405
1222	0.06059081122
1223	0.0605643052
1224	0.06055201556
1225	0.06052749146
1226	0.0605241183
1227	0.06050867545
1228	0.0604810543
1229	0.06044858635
1230	0.06039937133
1231	0.06035448659
1232	0.0603240827
1233	0.06030588461
1234	0.06027269796
1235	0.06025112481
1236	0.06023399806
1237	0.06020663204
1238	0.06018995157
1239	0.06016771552
1240	0.06011720898
1241	0.06009329662
1242	0.06006485706
1243	0.06004604214
1244	0.06001984365
1245	0.06000599414
1246	0.05994378822
1247	0.05991612371
1248	0.0598671315
1249	0.05983116331
1250	0.059798142
1251	0.05977917531
1252	0.05975348678
1253	0.0597226544
1254	0.05969985475
1255	0.05968403694
1256	0.05966601433
1257	0.05963936885
1258	0.05962045617
1259	0.05960636448
1260	0.05957045879
1261	0.05954600083
1262	0.05952897892
1263	0.05950245577
1264	0.05945382612
1265	0.05938336647
1266	0.05936058926
1267	0.05932242663
1268	0.05928985423
1269	0.05925672761
1270	0.05922036866
1271	0.05918570619
1272	0.05914696381
1273	0.05911829805
1274	0.05908231812
1275	0.05906556098
1276	0.05904783886
1277	0.05901771491
1278	0.05901287791
1279	0.05897124416
1280	0.05893662113
1281	0.05891446461
1282	0.05889438488
1283	0.05886335866
1284	0.05884355383
1285	0.05879870918
1286	0.05875638087
1287	0.05873852062
1288	0.05870665008
1289	0.05869566087
1290	0.05867906443
1291	0.05866274155
1292	0.05863820408
1293	0.05860942125
1294	0.05857625587
1295	0.05854944825
1296	0.05852605254
1297	0.05848703505
1298	0.05846703291
1299	0.05845009854
1300	0.05843072684
1301	0.05841095014
1302	0.05839770664
1303	0.05838063462
1304	0.05831707848
1305	0.05828579724
1306	0.05826027509
1307	0.05824242214
1308	0.05823219521
1309	0.05820208194
1310	0.05816492701
1311	0.05815134388
1312	0.05812979637
1313	0.05808884694
1314	0.05806805082
1315	0.05802469457
1316	0.05801049621
1317	0.05799475867
1318	0.05797945545
1319	0.05794845806
1320	0.0579330379
1321	0.05789392529
1322	0.05788109873
1323	0.05786068959
1324	0.05784737281
1325	0.05780187288
1326	0.05776810628
1327	0.05772509973
1328	0.05770959735
1329	0.05768339356
1330	0.05766414469
1331	0.05764744782
1332	0.0576279905
1333	0.05760320717
1334	0.05758427444
1335	0.05753132486
1336	0.05751835702
1337	0.05749286217
1338	0.05747209786
1339	0.05745987185
1340	0.05743683078
1341	0.05742508001
1342	0.05740497787
1343	0.0573756898
1344	0.05733851312
1345	0.057315108
1346	0.05728184217
1347	0.05725202074
1348	0.05723530064
1349	0.0572086459
1350	0.05719905099
1351	0.05718756419
1352	0.05716522232
1353	0.057161963
1354	0.0571380355
1355	0.05711416721
1356	0.05710273643
1357	0.05708157249
1358	0.05706102179
1359	0.05703321645
1360	0.05701176771
1361	0.0569916622
1362	0.05693768485
1363	0.05692408247
1364	0.0568932181
1365	0.05688034472
1366	0.05685906833
1367	0.05682949032
1368	0.05680139379
1369	0.0567881518
1370	0.05677098565
1371	0.05674073303
1372	0.05673945971
1373	0.05672088591
1374	0.0567014045
1375	0.05667385413
1376	0.05665598602
1377	0.05662838916
1378	0.05662342278
1379	0.05660035226
1380	0.05656731034
1381	0.05656449173
1382	0.0565464155
1383	0.05650303259
1384	0.05648408262
1385	0.05647622746
1386	0.05646423975
1387	0.05644779085
1388	0.05642138669
1389	0.05639781665
1390	0.05637865931
1391	0.05635399016
1392	0.05633551852
1393	0.05631648876
1394	0.05630321085
1395	0.05627524266
1396	0.05625691756
1397	0.0562333834
1398	0.05622125009
1399	0.05620970257
1400	0.05619618972
1401	0.05617418712
1402	0.0561399184
1403	0.05613081435
1404	0.05611930361
1405	0.05609173043
1406	0.0560602626
1407	0.05603803771
1408	0.05602461715
1409	0.05599722313
1410	0.05595813565
1411	0.05594124917
1412	0.05591201911
1413	0.0558960999
1414	0.05581175634
1415	0.05576476757
1416	0.05574571401
1417	0.05572500527
1418	0.05571093462
1419	0.05567159613
1420	0.05564513769
1421	0.05560210611
1422	0.0555902226
1423	0.05558760309
1424	0.05556370421
1425	0.05554073202
1426	0.05552528008
1427	0.05551440207
1428	0.05548279362
1429	0.05544363906
1430	0.0554374575
1431	0.0554260408
1432	0.05541100568
1433	0.05538738192
1434	0.05534425063
1435	0.05533371114
1436	0.05531865046
1437	0.05529778936
1438	0.05528212258
1439	0.05525367492
1440	0.05524384803
1441	0.05522565646
1442	0.05520170665
1443	0.05517526781
1444	0.0551481273
1445	0.05513725921
1446	0.05509205367
1447	0.05505648783
1448	0.05502655625
1449	0.05501070409
1450	0.05499587349
1451	0.05498184769
1452	0.05497137883
1453	0.05495051463
1454	0.05493008044
1455	0.05491013746
1456	0.0548957803
1457	0.05488545429
1458	0.05487714658
1459	0.05486806311
1460	0.05485918539
1461	0.05484125336
1462	0.05481598585
1463	0.05479164881
1464	0.05477725641
1465	0.05476120522
1466	0.0547400765
1467	0.05472861396
1468	0.05471810446
1469	0.05469370034
1470	0.05468194461
1471	0.05465863678
1472	0.05464792654
1473	0.05463275199
1474	0.05460554764
1475	0.05459487378
1476	0.05457825555
1477	0.0545663047
1478	0.05453014684
1479	0.054503538
1480	0.05449465883
1481	0.05449060331
1482	0.05447474512
1483	0.05445359892
1484	0.05443383668
1485	0.05441912948
1486	0.05438945631
1487	0.05437616673
1488	0.05436750096
1489	0.05434984276
1490	0.05433357259
1491	0.05432325858
1492	0.05431033229
1493	0.05429531892
1494	0.05429156059
1495	0.05428197249
1496	0.05424219683
1497	0.05421881142
1498	0.05421539672
1499	0.05420384302
1500	0.05416492622
1501	0.0541476846
1502	0.05412066473
1503	0.05411109559
