iter	RMSE
1504	0.05409012344
1505	0.05407843847
1506	0.05406130627
1507	0.05405353741
1508	0.05401383787
1509	0.05399407509
1510	0.05397264927
1511	0.05395675324
1512	0.05395082231
1513	0.05394170053
1514	0.05392260321
1515	0.0538970426
1516	0.05387583825
1517	0.0538631054
1518	0.05384830764
1519	0.05383474431
1520	0.05382687486
1521	0.05381946899
1522	0.05380323423
1523	0.05377681488
1524	0.05375871356
1525	0.05373649893
1526	0.05370825369
1527	0.05369715873
1528	0.05368384046
1529	0.05365214023
1530	0.05363639176
1531	0.05362880596
1532	0.05360562677
1533	0.05358614891
1534	0.05357123181
1535	0.05355685302
1536	0.0535377464
1537	0.05352272565
1538	0.05349756141
1539	0.05348695526
1540	0.05348356963
1541	0.05347472661
1542	0.05344878805
1543	0.05343448587
1544	0.05342563274
1545	0.05340884494
1546	0.05339119197
1547	0.05336863954
1548	0.05336011748
1549	0.05334394505
1550	0.05333218006
1551	0.05332065331
1552	0.05330644044
1553	0.05329546142
1554	0.05327542394
1555	0.05323933641
1556	0.05321589164
1557	0.05320309644
1558	0.05319354507
1559	0.05318036233
1560	0.05316069221
1561	0.05314504994
1562	0.0531329069
1563	0.05311960448
1564	0.05311333452
1565	0.05309046669
1566	0.05307947939
1567	0.05304797682
1568	0.05303962169
1569	0.05303061033
1570	0.0530274424
1571	0.0530077837
1572	0.05299086581
1573	0.05298077046
1574	0.05297176064
1575	0.05295776742
1576	0.05293578169
1577	0.05290070903
1578	0.05288519721
1579	0.05286307488
1580	0.05283781441
1581	0.05282686921
1582	0.05282510521
1583	0.05280861081
1584	0.05279376172
1585	0.05277762546
1586	0.05274554596
1587	0.05270785574
1588	0.05269718807
1589	0.05266366516
1590	0.05264173142
1591	0.05263242804
1592	0.05262429483
1593	0.05261104736
1594	0.05259974679
1595	0.05258172833
1596	0.05256819097
1597	0.05254643431
1598	0.05253850319
1599	0.05252974667
1600	0.05251361083
1601	0.05249009148
1602	0.05246685658
1603	0.05244262451
1604	0.05243027055
1605	0.05241633619
1606	0.05240093528
1607	0.05238526633
1608	0.05236835838
1609	0.052349433
1610	0.05231983177
1611	0.05230098124
1612	0.05228909289
1613	0.05227553614
1614	0.05226507932
1615	0.05224327684
1616	0.05221218972
1617	0.05219083219
1618	0.05218234976
1619	0.05217200529
1620	0.05215875996
1621	0.05213536518
1622	0.05212713834
1623	0.05211987287
1624	0.0520846257
1625	0.05207238271
1626	0.05205631007
1627	0.05203105362
1628	0.05201559309
1629	0.05200447548
1630	0.05199099709
1631	0.0519806292
1632	0.05196852801
1633	0.05196682773
1634	0.05195248257
1635	0.05194045575
1636	0.05193089597
1637	0.05191989917
1638	0.05190985118
1639	0.05189537307
1640	0.05187772136
1641	0.05186329524
1642	0.05184510582
1643	0.05181826956
1644	0.05178408895
1645	0.05177507699
1646	0.05173776091
1647	0.05171821402
1648	0.05169887448
1649	0.0516912135
1650	0.0516757268
1651	0.05166307659
1652	0.05163464941
1653	0.05162307575
1654	0.05160380036
1655	0.05159589835
1656	0.05157209269
1657	0.0515534422
1658	0.05152271291
1659	0.05150382235
1660	0.05149135203
1661	0.05147792042
1662	0.05145658427
1663	0.0514488921
1664	0.05143567597
1665	0.05140851266
1666	0.05140163554
1667	0.05138112194
1668	0.05135997066
1669	0.05134265566
1670	0.05133505575
1671	0.05132887756
1672	0.05132114119
1673	0.0513033219
1674	0.05128321205
1675	0.05124547823
1676	0.05123733506
1677	0.0512267452
1678	0.05121588754
1679	0.05120768973
1680	0.05117799927
1681	0.0511671175
1682	0.05115049591
1683	0.05113764649
1684	0.05111643502
1685	0.05109835969
1686	0.05108082174
1687	0.05106420571
1688	0.05105780197
1689	0.05104160491
1690	0.05101392236
1691	0.05097507433
1692	0.05095321774
1693	0.0509504169
1694	0.05093712838
1695	0.05091509134
1696	0.05091282195
1697	0.05089999107
1698	0.05089299826
1699	0.05087831878
1700	0.05086040778
1701	0.05082692761
1702	0.05079472363
1703	0.05078694393
1704	0.05077569427
1705	0.0507611498
1706	0.05075252275
1707	0.05074110495
1708	0.05072751201
1709	0.05069701592
1710	0.05067848363
1711	0.05066097566
1712	0.05064039398
1713	0.05062812746
1714	0.05061201551
1715	0.05059868663
1716	0.05058403424
1717	0.05057668056
1718	0.05057041146
1719	0.05054810605
1720	0.05054776871
1721	0.05053685231
1722	0.05053090065
1723	0.050514112
1724	0.05046548676
1725	0.05043261209
1726	0.05041590364
1727	0.05040972346
1728	0.05039064943
1729	0.05037007847
1730	0.0503381354
1731	0.05032664378
1732	0.05031496936
1733	0.05026506046
1734	0.05024628523
1735	0.05023409367
1736	0.0502197379
1737	0.05019041232
1738	0.05017825077
1739	0.05016095255
1740	0.05013719783
1741	0.05012152516
1742	0.05009373988
1743	0.050073607
1744	0.05006182523
1745	0.05005020099
1746	0.050037975
1747	0.04999131112
1748	0.04994149555
1749	0.04991491202
1750	0.04988931849
1751	0.04987770119
1752	0.04986501422
1753	0.04984855257
1754	0.04983906334
1755	0.04982276498
1756	0.04981430607
1757	0.0497954351
1758	0.04978963002
1759	0.04978179037
1760	0.04972353605
1761	0.04971260369
1762	0.04970617359
1763	0.04969657788
1764	0.0496840544
1765	0.04966997894
1766	0.04966126478
1767	0.04965250043
1768	0.04960934907
1769	0.04958675751
1770	0.04957308025
1771	0.0495576385
1772	0.04954518567
1773	0.04950058007
1774	0.04946502741
1775	0.04945737758
1776	0.0494434503
1777	0.04942085697
1778	0.04941128633
1779	0.04937177807
1780	0.0493552962
1781	0.0493359719
1782	0.04932169365
1783	0.0493073431
1784	0.04929310861
1785	0.04927405078
1786	0.04926521062
1787	0.04925972297
1788	0.04924404986
1789	0.04923872171
1790	0.04921861091
1791	0.04921754691
1792	0.04921562008
1793	0.04920685549
1794	0.04919006986
1795	0.04917743445
1796	0.04916274127
1797	0.04914957653
1798	0.04914322763
1799	0.04913611612
1800	0.04911317965
1801	0.04909707542
1802	0.04907959878
1803	0.04906863364
1804	0.04905502873
1805	0.04903961263
1806	0.04902906245
1807	0.04901522493
1808	0.04900190461
1809	0.04898411035
1810	0.04896541399
1811	0.04896307047
1812	0.04894807449
1813	0.0489345741
1814	0.04892396952
1815	0.04888850375
1816	0.04888413138
1817	0.04885652525
1818	0.04885141885
1819	0.04884416347
1820	0.04883138386
1821	0.04882234735
1822	0.04882054313
1823	0.04880639041
1824	0.0487975697
1825	0.04878623158
1826	0.0487762648
1827	0.04875124679
1828	0.04874960456
1829	0.04873663742
1830	0.04872125768
1831	0.04869856867
1832	0.04868383891
1833	0.04866685522
1834	0.0486507285
1835	0.04864892598
1836	0.04864109665
1837	0.04863847385
1838	0.04862262086
1839	0.04859960737
1840	0.04859461207
1841	0.04859268438
1842	0.04855633603
1843	0.04854637458
1844	0.04853910124
1845	0.04852346776
1846	0.048506728
1847	0.04849674204
1848	0.0484884064
1849	0.04847873069
1850	0.04845373248
1851	0.04843943782
1852	0.04843198607
1853	0.04842500264
1854	0.04840580537
1855	0.04838176474
1856	0.04835496379
1857	0.04834861396
1858	0.04834081709
1859	0.04833085255
1860	0.04831957251
1861	0.04829638407
1862	0.04829139019
1863	0.0482687813
1864	0.04825821553
1865	0.04824940868
1866	0.04824677992
1867	0.04823802649
1868	0.04822119281
1869	0.04819345742
1870	0.04817993467
1871	0.04817820295
1872	0.04816441437
1873	0.04815531904
1874	0.0481336184
1875	0.04812294148
1876	0.04810512351
1877	0.04808838648
1878	0.04808385529
1879	0.04807378513
1880	0.0480664129
1881	0.04802636797
1882	0.04801449556
1883	0.04799720563
1884	0.04798360528
1885	0.04796098003
1886	0.04794761867
1887	0.04792992315
1888	0.04790972531
1889	0.04789311555
1890	0.04788633466
1891	0.04787344957
1892	0.04786039255
1893	0.04784794063
1894	0.04782149594
1895	0.04780174464
1896	0.0477925899
1897	0.04778786088
1898	0.04777880116
1899	0.047772229
1900	0.04776996172
1901	0.04776072292
1902	0.04774735387
1903	0.04773737777
1904	0.04771319785
1905	0.04769968502
1906	0.0476826347
1907	0.0476700487
1908	0.04764146989
1909	0.04761493706
1910	0.0476010049
1911	0.04759546209
1912	0.0475797942
1913	0.04756176455
1914	0.04754826462
1915	0.0475436861
1916	0.0475190943
1917	0.04750669293
1918	0.04749898337
1919	0.04748809893
1920	0.0474756644
1921	0.04746104279
1922	0.04745158937
1923	0.04743502373
1924	0.04741483857
1925	0.04740269259
1926	0.04739149244
1927	0.04737230103
1928	0.0473625779
1929	0.04732990505
1930	0.04732075974
1931	0.04730394832
1932	0.04727720886
1933	0.04725798384
1934	0.04725343623
1935	0.04724102747
1936	0.0472144932
1937	0.04718677575
1938	0.04716881746
1939	0.04715906219
1940	0.0471443844
1941	0.04713188541
1942	0.04710450963
1943	0.04708093627
1944	0.04707223015
1945	0.04705008931
1946	0.04704010464
1947	0.04703420334
1948	0.04702125957
1949	0.04701446172
1950	0.04698635775
1951	0.04695181902
1952	0.04693898671
1953	0.04691714617
1954	0.04690324779
1955	0.04689263313
1956	0.04686626605
1957	0.04685381732
1958	0.04684224871
1959	0.04682958429
1960	0.04681271368
1961	0.04681106856
1962	0.04680670488
1963	0.04679922748
1964	0.04678414561
1965	0.04676386696
1966	0.04675248561
1967	0.04673984617
1968	0.04673402801
1969	0.04672567461
1970	0.04670656407
1971	0.04669774957
1972	0.0466800062
1973	0.04667042931
1974	0.04666229448
1975	0.04665910318
1976	0.04664510854
1977	0.04662929592
1978	0.04662013491
1979	0.04661088134
1980	0.04660258694
1981	0.04657007314
1982	0.04656532209
1983	0.04655148088
1984	0.04653069295
1985	0.04651209505
1986	0.04649652573
1987	0.04647831903
1988	0.04646013209
1989	0.04645583326
1990	0.04644177414
1991	0.04643179625
1992	0.04641730846
1993	0.04640494321
1994	0.04639909434
1995	0.04639493596
1996	0.04639290248
1997	0.04636711064
1998	0.04633682493
1999	0.04631702604
2000	0.04630749935
2001	0.04630156716
2002	0.04628581372
2003	0.04628167209
2004	0.04626925415
2005	0.04626440376
2006	0.04625042216
2007	0.04624556166
2008	0.04622204467
2009	0.04620387294
2010	0.04617209805
2011	0.04616654799
2012	0.04616088029
2013	0.04613272722
2014	0.04608662272
2015	0.04607253474
2016	0.04605944754
2017	0.04603615256
2018	0.04601879224
2019	0.04600128929
2020	0.04599522989
2021	0.0459718538
2022	0.0459555319
2023	0.045954693
2024	0.04594505619
2025	0.04593460886
2026	0.04592423409
2027	0.04591182541
2028	0.04590786413
2029	0.04590242185
2030	0.04588637202
2031	0.04587677309
2032	0.04586326374
2033	0.04585539855
2034	0.04584698417
2035	0.04583276243
2036	0.04580843516
2037	0.04579027806
2038	0.04578646393
2039	0.04575796747
2040	0.04574301012
2041	0.04573075374
2042	0.04572402564
2043	0.04571295819
2044	0.04568964856
2045	0.04567948962
2046	0.04566862746
2047	0.045653354
2048	0.04563505099
2049	0.04562157361
2050	0.04561230778
2051	0.04560624539
2052	0.04559503851
2053	0.04558378157
2054	0.04556965427
2055	0.04556219199
2056	0.04554881898
2057	0.04552954188
2058	0.04551873627
2059	0.04551205761
2060	0.04550078349
2061	0.04548360764
2062	0.04547325369
2063	0.04545106609
2064	0.04543586259
2065	0.04541566395
2066	0.04539898005
2067	0.0453929101
2068	0.0453803457
2069	0.04537023104
2070	0.0453577369
2071	0.04534359377
2072	0.04533049579
2073	0.04530655529
2074	0.04530163422
2075	0.04526440993
2076	0.04525232333
2077	0.04523777555
2078	0.0452194395
2079	0.04519982306
2080	0.04519077884
2081	0.04518387846
2082	0.04517811408
2083	0.04515803349
2084	0.04514047434
2085	0.04512351148
2086	0.04510352685
2087	0.04508719348
2088	0.04507858708
2089	0.04506547444
2090	0.04505223267
2091	0.04502772813
2092	0.04501546177
2093	0.04500471132
2094	0.04499667844
2095	0.04497461647
2096	0.04496739589
2097	0.04496043162
2098	0.04495543479
2099	0.04494848578
2100	0.04492814477
2101	0.04491548033
2102	0.04490255576
2103	0.04489251288
2104	0.0448817646
2105	0.04487189153
2106	0.04485964461
2107	0.04484493488
2108	0.04483247934
2109	0.0448216601
2110	0.04481207729
2111	0.04479570266
2112	0.04478693989
2113	0.04478053836
2114	0.04476464586
2115	0.0447525128
2116	0.04473743989
2117	0.04472951731
2118	0.04470978623
2119	0.04470049354
2120	0.04469257149
2121	0.04468006983
2122	0.04467106717
2123	0.04466266618
2124	0.0446557152
2125	0.04464373862
2126	0.04463450739
2127	0.04462540097
2128	0.04461319335
2129	0.04460445021
2130	0.04459774734
2131	0.04456879072
2132	0.04454784251
2133	0.04453461702
2134	0.04452253351
2135	0.0445044076
2136	0.0444932733
2137	0.04448643265
2138	0.04447105558
2139	0.04446608137
2140	0.04445563986
2141	0.0444506405
2142	0.04443759689
2143	0.04442429851
2144	0.04441461899
2145	0.04440245338
2146	0.04439689014
2147	0.04439120011
2148	0.04437886572
2149	0.04436651568
2150	0.04435638247
2151	0.04434904603
2152	0.04432709496
2153	0.04431755795
2154	0.04430295296
2155	0.04429718388
2156	0.04428521214
2157	0.04427154558
2158	0.04426362577
2159	0.04425290374
2160	0.04424618098
2161	0.0442367372
2162	0.04422931371
2163	0.04421697587
2164	0.04420589388
2165	0.04419961509
2166	0.04418053387
2167	0.04417316016
2168	0.04416282511
2169	0.04414762125
2170	0.04414309267
2171	0.04413578084
2172	0.04412729838
2173	0.04411250884
2174	0.04409409574
2175	0.04409073937
2176	0.04407433216
2177	0.04406975684
2178	0.04405856236
2179	0.04404873373
2180	0.04403993884
2181	0.04402665248
2182	0.04401733249
2183	0.04401176891
2184	0.04398558452
2185	0.04397905076
2186	0.04396974322
2187	0.04396415277
2188	0.04394232302
2189	0.0439355956
2190	0.04392540683
2191	0.04391480931
2192	0.04391025477
2193	0.04389932452
2194	0.04388714101
2195	0.0438771807
2196	0.04386956741
2197	0.04385809176
2198	0.04384605327
2199	0.04383855143
2200	0.04383252649
2201	0.04382188758
2202	0.04381734707
2203	0.04381181949
2204	0.04380463776
2205	0.04377058703
2206	0.0437598685
2207	0.04375082169
2208	0.04374376118
2209	0.04373250992
2210	0.04372413717
2211	0.04371363712
2212	0.04371020641
2213	0.04370329446
2214	0.04369558677
2215	0.04369141789
2216	0.04368260015
2217	0.04368191763
2218	0.04367027255
2219	0.04365771005
2220	0.04364587802
2221	0.04363230419
2222	0.04361383878
2223	0.04360344812
2224	0.04359656312
2225	0.04359341873
2226	0.04358065716
2227	0.04357431453
2228	0.04356856993
2229	0.04355927032
2230	0.04354555713
2231	0.0435361181
2232	0.04353113899
2233	0.04352227148
2234	0.04351095623
2235	0.04347580392
2236	0.04346391162
2237	0.04345326352
2238	0.04343863314
2239	0.04342813875
2240	0.04341748239
2241	0.04340578572
2242	0.04340167325
2243	0.04339293044
2244	0.04338284325
2245	0.04334488607
2246	0.04333259438
2247	0.04332228621
2248	0.04331805073
2249	0.04331112863
2250	0.04330554164
2251	0.04330070961
2252	0.04328709439
2253	0.04328272886
2254	0.04327512713
2255	0.04325667155
2256	0.04324438108
2257	0.04323426044
2258	0.04322359817
2259	0.04321839828
2260	0.04321547464
2261	0.04319203686
2262	0.04319138606
2263	0.0431851729
2264	0.04316972791
2265	0.04315810872
2266	0.04314731895
2267	0.04314107408
2268	0.04313412464
2269	0.04311761552
2270	0.04310643231
2271	0.04309635753
2272	0.0430777452
2273	0.04306778608
2274	0.04305503788
2275	0.04304941896
2276	0.04303868372
2277	0.04303108068
2278	0.04300504626
2279	0.04299923
2280	0.04298614692
2281	0.0429749359
2282	0.04296187582
2283	0.04295316267
2284	0.04294748734
2285	0.04293835671
2286	0.04292830294
2287	0.04289589301
2288	0.0428853414
2289	0.04287370717
2290	0.04286206577
2291	0.04285334591
2292	0.0428459839
2293	0.04283831196
2294	0.04282548188
2295	0.04281299349
2296	0.04281109288
2297	0.04279040234
2298	0.04278635813
2299	0.04277962713
2300	0.04277573082
2301	0.04276757058
2302	0.04275940845
2303	0.04274710893
2304	0.04272428189
2305	0.0426943837
2306	0.04265991593
2307	0.04265560019
2308	0.04264538331
2309	0.04261630203
2310	0.0426069604
2311	0.04259622386
2312	0.0425685801
2313	0.04256121666
2314	0.04255379734
2315	0.04254560628
2316	0.0425387978
2317	0.0425292062
2318	0.04251723738
2319	0.04251198953
2320	0.04250519421
2321	0.04249780751
2322	0.0424786205
2323	0.04247310532
2324	0.04246677726
2325	0.04246618121
2326	0.04244063138
2327	0.04243654651
2328	0.04241861979
2329	0.04241544179
2330	0.04239282212
2331	0.04238818168
2332	0.04237534649
2333	0.04235871307
2334	0.04234590698
2335	0.04233045716
2336	0.04232940065
2337	0.04230223796
2338	0.04227953135
2339	0.04226979334
2340	0.04225711593
2341	0.04224715095
2342	0.04223366873
2343	0.04222858872
2344	0.04221988826
2345	0.04220533517
2346	0.04219160872
2347	0.04218235131
2348	0.04216896132
2349	0.04215771592
2350	0.04214464017
2351	0.04213725138
2352	0.0421306865
2353	0.0421253254
2354	0.04212052907
2355	0.04210892835
2356	0.04210064247
2357	0.04209334528
2358	0.04208197046
2359	0.042073412
2360	0.04206087319
2361	0.04205229147
2362	0.04204259648
2363	0.04203051877
2364	0.04202289457
2365	0.04201240349
2366	0.04200090492
2367	0.04198949214
2368	0.0419643648
2369	0.04195426666
2370	0.04194882284
2371	0.0419383216
2372	0.04193174365
2373	0.04191573355
2374	0.04190632848
2375	0.04189829877
2376	0.04188956377
2377	0.04188230866
2378	0.04186573894
2379	0.04185446556
2380	0.04184330955
2381	0.0418024407
2382	0.04179721486
2383	0.04179442503
2384	0.04178753076
2385	0.04177582529
2386	0.04176242645
2387	0.04175913295
2388	0.04175042672
2389	0.04173782316
2390	0.04173040367
2391	0.04172769576
2392	0.04171212843
2393	0.04170093684
2394	0.04169320407
2395	0.04168094377
2396	0.04167395368
2397	0.04166587685
2398	0.04165232577
2399	0.04163804157
2400	0.04162982364
2401	0.0416175224
2402	0.04160627279
2403	0.04159402483
2404	0.04157690082
2405	0.04157078217
2406	0.04155896078
2407	0.04155071591
2408	0.04154325431
2409	0.0415307976
2410	0.04152400911
2411	0.0415172966
2412	0.04149834665
2413	0.04149012403
2414	0.04148533175
2415	0.04147017987
2416	0.04146083179
2417	0.04145702208
2418	0.04145078353
2419	0.0414465886
2420	0.0414296256
2421	0.04142476416
2422	0.04139127422
2423	0.04139075335
2424	0.04137578627
2425	0.04136636617
2426	0.04136584343
2427	0.04136389648
2428	0.04136340877
2429	0.04134500576
2430	0.04133542514
2431	0.04132369265
2432	0.04131221934
2433	0.04129391813
2434	0.04128818239
2435	0.04127788547
2436	0.04127202884
2437	0.04126503186
2438	0.04124263781
2439	0.04123215439
2440	0.04122449154
2441	0.04122178278
2442	0.04121655189
2443	0.04120585876
2444	0.04120537507
2445	0.04119336534
2446	0.04118606634
2447	0.04118032817
2448	0.0411709288
2449	0.04116187119
2450	0.04114742142
2451	0.04113734318
2452	0.04112735164
2453	0.04111754211
2454	0.0411066784
2455	0.04109996308
2456	0.04109267246
2457	0.041081718
2458	0.04107273335
2459	0.04106307298
2460	0.04105069638
2461	0.04104682546
2462	0.04103922603
2463	0.04102743797
2464	0.04102084374
2465	0.04101136331
2466	0.0409894466
2467	0.0409614028
2468	0.04094849158
2469	0.04093639983
2470	0.04092666709
2471	0.04092304036
2472	0.04091227906
2473	0.04089517367
2474	0.04089470961
2475	0.04088816358
2476	0.04088193481
2477	0.04086999985
2478	0.04085749397
2479	0.04085243612
2480	0.0408490754
2481	0.04083845657
2482	0.04083220288
2483	0.04082500975
2484	0.04082228415
2485	0.04081543229
2486	0.04080375329
2487	0.04079685277
2488	0.04077836291
2489	0.0407738453
2490	0.04076591815
2491	0.04076078506
2492	0.04075335714
2493	0.04074196465
2494	0.04072447515
2495	0.04071544054
2496	0.04070670521
2497	0.04070136602
2498	0.04069381858
2499	0.04068957627
2500	0.04067797804
2501	0.0406625328
2502	0.04065555699
2503	0.04064505704
2504	0.04061872877
2505	0.04061035351
2506	0.0405999691
2507	0.04059287644
2508	0.04058339946
2509	0.04056575796
2510	0.04055780651
2511	0.04055055816
2512	0.0405482701
2513	0.04053751404
2514	0.04053112066
2515	0.04052053003
2516	0.04051506255
2517	0.04050597122
2518	0.04050088878
2519	0.04049700643
2520	0.040485125
2521	0.04048387815
2522	0.04046020403
2523	0.04045144349
2524	0.04043062913
2525	0.04041887764
2526	0.04041250914
2527	0.04040443399
2528	0.04039636079
2529	0.04039215368
2530	0.04038160242
2531	0.04037275714
2532	0.04036309694
2533	0.04035911533
2534	0.040351605
2535	0.04034136408
2536	0.0403294854
2537	0.04032058907
2538	0.04031328335
2539	0.04030420526
2540	0.04029550072
2541	0.04028484906
2542	0.04027402804
2543	0.0402536299
2544	0.04025105207
2545	0.04024374595
2546	0.04023663121
2547	0.04023086037
2548	0.04022313876
2549	0.04022271754
2550	0.04021643793
2551	0.04020376026
2552	0.04019474725
2553	0.04016254754
2554	0.0401529901
2555	0.04014410802
2556	0.04013476674
2557	0.04012668984
2558	0.04011894849
2559	0.04011194487
2560	0.04010080565
2561	0.04009700311
2562	0.04009320753
2563	0.04009008054
2564	0.04008601979
2565	0.04005333748
2566	0.04004487274
2567	0.04004446107
2568	0.04003951465
2569	0.04003912948
2570	0.04003111023
2571	0.04002639502
2572	0.04002448984
2573	0.04001995412
2574	0.04001377703
2575	0.04000884809
2576	0.0400009177
2577	0.03999590186
2578	0.03998992541
2579	0.03997766645
2580	0.03996781971
2581	0.03995665319
2582	0.03994421189
2583	0.03993469487
2584	0.03992837656
2585	0.03992385313
2586	0.03991353464
2587	0.03990694303
2588	0.03990170335
2589	0.03989681643
2590	0.03988976959
2591	0.03988186359
2592	0.03986738398
2593	0.0398570608
2594	0.03985409929
2595	0.03984290356
2596	0.03983550765
2597	0.03982705856
2598	0.03982265026
2599	0.03981550611
2600	0.03980749443
2601	0.03979546109
2602	0.039789588
2603	0.03978301369
2604	0.03977498256
2605	0.03976774077
2606	0.03976220607
2607	0.03975248933
2608	0.03974784557
2609	0.03974151931
2610	0.03973500455
2611	0.03972756886
2612	0.03971908292
2613	0.03971136938
2614	0.03970457776
2615	0.03968385163
2616	0.03967486124
2617	0.03966944615
2618	0.03966475582
2619	0.03965980117
2620	0.03965620453
2621	0.03964607648
2622	0.03963883447
2623	0.0396366694
2624	0.0396185949
2625	0.03960128553
2626	0.03959347695
2627	0.03959112485
2628	0.03958042153
2629	0.03956253937
2630	0.03955482302
2631	0.03955031834
2632	0.03954283867
2633	0.03953395024
2634	0.03952618686
2635	0.03951850374
2636	0.03950179262
2637	0.03949585486
2638	0.03947452298
2639	0.03946640558
2640	0.03945537832
2641	0.03944811144
2642	0.03943451363
2643	0.03942536862
2644	0.03941842316
2645	0.03941114155
2646	0.03940574385
2647	0.03939707854
2648	0.03939179109
2649	0.03938719237
2650	0.0393758395
2651	0.03936808993
2652	0.03936323408
2653	0.03935614587
2654	0.03934395797
2655	0.03932264814
2656	0.03931659354
2657	0.03930829871
2658	0.0393035484
2659	0.03929690333
2660	0.03929102976
2661	0.03928374292
2662	0.03927792423
2663	0.03926811519
2664	0.03926278989
2665	0.03925644462
2666	0.03925188592
2667	0.03924464468
2668	0.03922868689
2669	0.03920717863
2670	0.03920573574
2671	0.03920376768
2672	0.03919501123
2673	0.0391908889
2674	0.03917100774
2675	0.03916427159
2676	0.03915739237
2677	0.03915027345
2678	0.03914573645
2679	0.03913649026
2680	0.03912718363
2681	0.03912168441
2682	0.03910815853
2683	0.03908892732
2684	0.03908051692
2685	0.03907861153
2686	0.0390705413
2687	0.03906641744
2688	0.03905424499
2689	0.03903561
2690	0.0390283877
2691	0.03901149238
2692	0.03899846827
2693	0.03898663043
2694	0.03897976012
2695	0.03897601584
2696	0.03897041481
2697	0.03896398147
2698	0.03895821942
2699	0.03895410053
2700	0.03894601271
2701	0.03894127259
2702	0.03893576394
2703	0.03893439137
2704	0.03892404203
2705	0.03891973457
2706	0.03890872562
2707	0.03890237322
2708	0.03888603724
2709	0.038875968
2710	0.03886575242
2711	0.03886150048
2712	0.03885059214
2713	0.03884529441
2714	0.03883816547
2715	0.03882877331
2716	0.03882129179
2717	0.03881316798
2718	0.03880140011
2719	0.03879957388
2720	0.03879017285
2721	0.0387866362
2722	0.03877923252
2723	0.03877229393
2724	0.03876438817
2725	0.03876130286
2726	0.0387431727
2727	0.03873708453
2728	0.03872707178
2729	0.03871605661
2730	0.03870806766
2731	0.03870479262
2732	0.03869998942
2733	0.03869216438
2734	0.03868014585
2735	0.03865981924
2736	0.03863692335
2737	0.03862642978
2738	0.03861580773
2739	0.0386062487
2740	0.03859742078
2741	0.03859071369
2742	0.03858335386
2743	0.03857406415
2744	0.03856219994
2745	0.03854371157
2746	0.03854267945
2747	0.03853518615
2748	0.03852885264
2749	0.03852194273
2750	0.03850372201
2751	0.03849642862
2752	0.03849265616
2753	0.03848593476
2754	0.03847899701
2755	0.03847509657
2756	0.03846551244
2757	0.03845796807
2758	0.03843875187
2759	0.03843842794
2760	0.0384352068
2761	0.03842810948
2762	0.03841644348
2763	0.03840959372
2764	0.03839095822
2765	0.03838490811
2766	0.0383799521
2767	0.03837516885
2768	0.03836794758
2769	0.03835300023
2770	0.03834800615
2771	0.0383409171
2772	0.03832669202
2773	0.03832071401
2774	0.03831347048
2775	0.03830330011
2776	0.0382924241
2777	0.038283136
2778	0.03826622179
2779	0.03825635384
2780	0.03824897554
2781	0.03824052674
2782	0.03823701925
2783	0.03823376562
2784	0.0382312824
2785	0.03821705007
2786	0.03819861676
2787	0.03819241808
2788	0.03818736174
2789	0.03817376921
2790	0.03816217279
2791	0.03815290185
2792	0.03814494516
2793	0.03813721516
2794	0.03812962027
2795	0.03812059808
2796	0.03811262058
2797	0.0381032564
2798	0.03809537461
2799	0.03808405666
2800	0.03807719475
2801	0.03807162688
2802	0.03805750906
2803	0.03804836348
2804	0.03803755139
2805	0.0380286168
2806	0.03802236755
2807	0.03800478837
2808	0.03799274484
2809	0.03797200954
2810	0.03796520949
2811	0.03795990804
2812	0.03795433122
2813	0.0379449645
2814	0.03793528692
2815	0.03793167756
2816	0.03792770422
2817	0.03792025952
2818	0.03791636535
2819	0.03790844532
2820	0.03790125894
2821	0.03789008571
2822	0.03788228361
2823	0.03786980817
2824	0.03785993244
2825	0.03785545963
2826	0.03784832639
2827	0.03784163387
2828	0.03783738473
2829	0.03783321524
2830	0.03782405409
2831	0.03781923969
2832	0.0378162792
2833	0.03780893732
2834	0.03780577033
2835	0.03779504911
2836	0.03779122652
2837	0.03778566303
2838	0.03777737164
2839	0.03777030943
2840	0.0377674406
2841	0.03774777414
2842	0.03774280315
2843	0.03772911244
2844	0.03772172278
2845	0.03771509208
2846	0.03769551335
2847	0.03768532544
2848	0.0376786133
2849	0.03767286777
2850	0.03766721719
2851	0.03766385672
2852	0.03765243504
2853	0.03763485778
2854	0.03763143121
2855	0.03762394447
2856	0.03761441824
2857	0.03759975273
2858	0.03759312148
2859	0.03757866194
2860	0.03756392272
2861	0.03755795567
2862	0.03755418756
2863	0.03754296452
2864	0.03753789555
2865	0.03751809644
2866	0.03750868078
2867	0.03750123902
2868	0.03749433284
2869	0.03748791022
2870	0.03748072328
2871	0.03747335384
2872	0.03746596239
2873	0.03744040503
2874	0.03743121076
2875	0.0374271847
2876	0.03741363169
2877	0.03740479982
2878	0.03739605946
2879	0.03739037476
2880	0.03738603774
2881	0.0373809793
2882	0.03737341967
2883	0.03736744506
2884	0.03735543524
2885	0.03735141964
2886	0.03734403165
2887	0.03733795861
2888	0.03733433206
2889	0.03733061798
2890	0.03732022664
2891	0.03731487026
2892	0.03730818384
2893	0.03730530772
2894	0.03729525551
2895	0.03729059746
2896	0.03727875522
2897	0.03726895267
2898	0.03726494477
2899	0.03725019874
2900	0.03724244118
2901	0.03723612775
2902	0.03723197942
2903	0.03722721711
